,fid,Address,Account Number,Meter Number,Route,Condition,Account_Number,geometry
3078,201,122 COLLIER RD,012911,1471526512,78,,,POINT Z (-85.1471061956497 34.3411268498615 0)
3079,202,123 COLLIER RD,012912,1832348518,78,,,POINT Z (-85.1470614512302 34.3412408730712 0)
3080,203,225 COLLIER RD,012913,1471508772,78,,,POINT Z (-85.1436340584396 34.3411380151984 0)
3081,204,250 COLLIER RD,012914,1540821490,78,,,POINT Z (-85.142906844823 34.3410169905404 0)
3082,205,239 COLLIER RD,012915,1852458389,78,,,POINT Z (-85.1428422139954 34.3413365833806 0)
3083,206,280 COLLIER RD,012916,1471735386,78,,,POINT Z (-85.1424905573428 34.3423442758621 0)
3084,207,329 COLLIER ,012917,1471778450,78,,,POINT Z (-85.1428023320088 34.3430932137175 0)
3085,208,356 COLLIER RD,104455,1470821990,78,,,POINT Z (-85.1433202219127 34.3436295412981 0)
3086,209,330 COLLIER RD NE,123987,1831784104,78,,,POINT Z (-85.1425275999682 34.343013936464 0)
3087,210,369 COLLIER RD,012918,1471760530,78,,,POINT Z (-85.1437244675384 34.3438292284037 0)
3088,211,382 COLLIER RD,012919,1471789574,78,,,POINT Z (-85.1441718616797 34.3443631520054 0)
3089,212,431 COLLIER RD,012920,1850458468,78,,,POINT Z (-85.1450397881618 34.3446882090255 0)
3090,213,416 COLLIER RD,012921,1541928610,78,,,POINT Z (-85.1455469941338 34.3448000566071 0)
3091,214,416 COLLIER RD,012921,1852318858,78,,,POINT Z (-85.1455441916392 34.3448050329957 0)
3092,215,440 COLLIER RD,108418,1540825892,78,,,POINT Z (-85.1459266092931 34.3448294788439 0)
3093,216,506 COLLIER RD,012923,1850395962,78,,,POINT Z (-85.1478863896251 34.3448386662577 0)
3094,217,304 RUSSELL FIELD RD,012924,1852509922,78,,,POINT Z (-85.149354022467 34.3449924409793 0)
3095,218,1702 OLD DALTON RD,012925,1831857521,78,,,POINT Z (-85.1491309632391 34.3450646245611 0)
3096,219,1712 OLD DALTON RD,012926,1470609204,78,,,POINT Z (-85.1491016969128 34.3453146532371 0)
3097,220,1715 OLD DALTON RD,012927,1471933454,78,,,POINT Z (-85.14919799128 34.3457988183048 0)
3098,221,1715 OLD DALTON RD,012928,1853021246,78,,,POINT Z (-85.1491959540342 34.34579391238 0)
3099,222,1777 OLD DALTON RD,012929,1540564446,78,,,POINT Z (-85.1490285555446 34.3470286906317 0)
3100,223,1787 OLD DALTON RD,106932,1471064730,78,,,POINT Z (-85.1489840456395 34.3473197101785 0)
3101,224,1790 OLD DALTON RD,012930,1471002718,78,,,POINT Z (-85.1488457277678 34.3471131563949 0)
3102,225,1797 OLD DALTON RD,012931,1471926222,78,,,POINT Z (-85.1489237512058 34.3476028760167 0)
3103,226,1807 OLD DALTON RD,012932,1540569126,78,,,POINT Z (-85.1488655005211 34.3478355834102 0)
3104,227,1829 OLD DALTON RD,012933,1471932594,78,,,POINT Z (-85.1486512004297 34.34842510565 0)
3105,228,1842 OLD DALTON RD,012934,1471919676,78,,,POINT Z (-85.1483187716055 34.3488091998807 0)
3106,229,1847 OLD DALTON RD,012935,1471919706,78,,,POINT Z (-85.1484407814491 34.3489573531136 0)
3107,230,1861 OLD DALTON RD,012936,1471508788,78,,,POINT Z (-85.1482529526292 34.3491929218067 0)
3108,231,1866 OLD DALTON RD,012937,1481698090,78,,,POINT Z (-85.1481025671902 34.3492490747795 0)
3109,232,1892 OLD DALTON RD,012938,1471504278,78,,,POINT Z (-85.1476151219691 34.3500142552183 0)
3110,233,4 MCCOY DR NE,012939,1852322862,78,,,POINT Z (-85.1466429895602 34.3500314752091 0)
3111,234,3 MCCOY DR NE,012940,1850406491,78,,,POINT Z (-85.1462536235139 34.3500198880877 0)
3112,235,9 MCCOY DR NE,012941,1540858916,78,,,POINT Z (-85.1454046910205 34.3495254558898 0)
3113,236,7 MCCOY DR NE,012942,1470841918,78,,,POINT Z (-85.1453222424846 34.3496289817204 0)
3114,237,1901 OLD DALTON RD,012943,1471501270,78,,,POINT Z (-85.1475571866764 34.3504063270018 0)
3115,238,1913 OLD DALTON RD,012944,1471938124,78,,,POINT Z (-85.1474855060444 34.350514297125 0)
3116,239,1918 OLD DALTON RD,012945,1471887892,78,,,POINT Z (-85.1473309346802 34.3505583850389 0)
3117,240,1932 OLD DALTON RD,012946,1544154860,78,,,POINT Z (-85.1470417766633 34.3509046416365 0)
3118,241,1932 OLD DALTON RD,012946,1831079397,78,,,POINT Z (-85.1470415268361 34.3509128745477 0)
3119,242,1957 OLD DALTON RD,012947,1541454628,78,,,POINT Z (-85.147183307793 34.3510132837478 0)
3120,243,1975 OLD DALTON RD,012948,1852347929,78,,,POINT Z (-85.1467528891746 34.351714880057 0)
3121,244,1974 OLD DALTON RD,012949,1471895034,78,,,POINT Z (-85.1464203550963 34.3519421304302 0)
3122,245,1988 OLD DALTON RD,012950,1852323451,78,,,POINT Z (-85.146178917076 34.352307119264 0)
3123,246,1996 OLD DALTON RD,012951,1490628506,78,,,POINT Z (-85.1460496075969 34.352524596586 0)
3124,247,2028 OLD DALTON RD,012952,1850420238,78,,,POINT Z (-85.1452754211341 34.3533578497388 0)
3125,248,2068 OLD DALTON RD,012953,1832598603,78,,,POINT Z (-85.145068591125 34.3547490066006 0)
3126,249,2068 OLD DALTON RD,012954,1834545565,78,,,POINT Z (-85.1450884560382 34.3547509030268 0)
3127,250,2107 OLD DALTON RD,012955,1471884816,78,,,POINT Z (-85.1451111878398 34.3553193895309 0)
3128,251,2124 OLD DALTON RD,012956,1471937558,78,,,POINT Z (-85.1448221372877 34.3558330688351 0)
3129,252,2138 OLD DALTON RD,012957,1831079248,78,,,POINT Z (-85.1446556845132 34.3562045778445 0)
3130,253,2168 OLD DALTON RD,012958,1470708766,78,,,POINT Z (-85.1445094577547 34.3564837438779 0)
3131,254,2177 OLD DALTON RD,012959,1471924104,78,,,POINT Z (-85.1442858382071 34.3570786887734 0)
3132,255,25 TROUTMAN RD NE,012960,1831078536,78,,,POINT Z (-85.1357192705147 34.3629398529752 0)
3133,256,43 TROUTMAN RD NE,012961,1471925174,78,,,POINT Z (-85.1352932032416 34.3626424804849 0)
3134,257,57 TROUTMAN RD NE,012962,1540539502,78,,,POINT Z (-85.1348636646356 34.3622643065563 0)
3135,258,76 TROUTMAN RD NE,012963,1541964314,78,,,POINT Z (-85.1346783628534 34.3618900827896 0)
3136,259,81 TROUTMAN RD NE,012964,1852645488,78,,,POINT Z (-85.1344398656439 34.3617563375742 0)
3137,260,10 TROUTMAN RD NE,012982,1471936100,78,,,POINT Z (-85.1361685925385 34.3638297768328 0)
3138,261,20 W TROUTMAN RD,114268,1852309475,78,,,POINT Z (-85.1368988001165 34.3637797982894 0)
3139,262,46 WEST TROUTMAN RD,103154,1471931430,78,,,POINT Z (-85.1377710781595 34.3643044315279 0)
3140,263,62 WEST TROUTMAN RD,012965,1471937626,78,,,POINT Z (-85.1382615128451 34.3646602736199 0)
3141,264,80 TROUTMAN RD NE,012966,1834545425,78,,,POINT Z (-85.1384929500995 34.3648228076741 0)
3142,265,89 TROUTMAN RD NE,012968,1471931562,78,,,POINT Z (-85.1392118651226 34.3653703611799 0)
3143,266,99 TROUTMAN RD NE,012969,1471917252,78,,,POINT Z (-85.1392231752387 34.3654417501814 0)
3144,267,108 TROUTMAN RD NE,012967,1832276269,78,,,POINT Z (-85.1390441869617 34.3653129208234 0)
3145,268,239 TROUTMAN RD NE,012970,1471933416,78,,,POINT Z (-85.1399106437791 34.3687401434448 0)
3146,269,238 TROUTMAN RD NE,012971,1471919602,78,,,POINT Z (-85.1398266580604 34.3690104029638 0)
3147,270,266 TROUTMAN RD NE,012974,1471919626,78,,,POINT Z (-85.1399003436695 34.3697004151108 0)
3148,271,263 TROUTMAN RD NE,012975,1850528453,78,,,POINT Z (-85.1399923817998 34.3695602150771 0)
3149,272,283 TROUTMAN RD NE,012976,1471889692,78,,,POINT Z (-85.1400210302151 34.370195006026 0)
3150,273,291 W TROUTMAN RD,012977,1471919322,78,,,POINT Z (-85.1400236643144 34.3710610530019 0)
3151,274,343 TROUTMAN RD NE,012978,1831079207,78,,,POINT Z (-85.1398784720985 34.3716281249589 0)
3152,275,341 TROUTMAN RD NE,012979,1540829098,78,,,POINT Z (-85.1398590963258 34.371610289452 0)
3153,276,389 TROUTMAN RD NE,012980,1471886520,78,,,POINT Z (-85.1398369180088 34.3715773759665 0)
3154,277,403 TROUTMAN RD NE,012981,1471919220,78,,,POINT Z (-85.1398290187155 34.3715753321966 0)
3155,278,2575 OLD DALTON RD,012985,1471940884,78,,,POINT Z (-85.1354085829046 34.3646225990792 0)
3156,279,2563 OLD DALTON RD,012986,1450378860,78,,,POINT Z (-85.1352589948592 34.3647797889345 0)
3157,280,2 BUCK TR NE,012987,1471899282,78,,,POINT Z (-85.1347905838438 34.3661163138 0)
3158,281,4 BUCK TR NE,012988,1471894452,78,,,POINT Z (-85.1347685554832 34.3661212652667 0)
3159,282,6 BUCK TR NE,012989,1831081350,78,,,POINT Z (-85.1353282973916 34.3664993652638 0)
3160,283,8 BUCK TR NE,012990,1831081693,78,,,POINT Z (-85.1353343806252 34.3665063958083 0)
3161,284,12 BUCK TR NE,012991,1471908014,78,,,POINT Z (-85.1359663168553 34.3671317559942 0)
3162,285,14 BUCK TR NE,012992,1471896112,78,,,POINT Z (-85.1360695608604 34.3671806645941 0)
3163,286,16 BUCK TR NE,012993,1471939146,78,,,POINT Z (-85.1361718974527 34.367164873516 0)
3164,287,17 BUCK TR NE,012994,1471909714,78,,,POINT Z (-85.1361992542991 34.3671527988292 0)
3165,288,15 BUCK TR NE,012995,1471935032,78,,,POINT Z (-85.1362042968403 34.3669820546321 0)
3166,289,13 BUCK TR NE,012996,1831650744,78,,,POINT Z (-85.1359600739504 34.3668473569259 0)
3167,290,11 BUCK TR NE,012997,1471937386,78,,,POINT Z (-85.1357693868682 34.3666863841399 0)
3168,291,9 BUCK TR NE,012998,1852388022,78,,,POINT Z (-85.1357552796231 34.3666775512716 0)
3169,292,7 BUCK TR NE,012999,1471887864,78,,,POINT Z (-85.1353097524902 34.3663310982525 0)
3170,293,5 BUCK TR NE,013000,1471936104,78,,,POINT Z (-85.1353074802427 34.3663381143655 0)
3171,294,3 BUCK TR NE,013001,1471909720,78,,,POINT Z (-85.134816218193 34.3659833546746 0)
3172,295,1 BUCK TR NE,013002,1471938762,78,,,POINT Z (-85.1348054588723 34.3659709059366 0)
3173,296,37 LOWREY RD,120481,1481696526,78,,,POINT Z (-85.1316536032496 34.3670035993113 0)
3174,297,65 LOWERY RD NE,013003,1540768742,78,,,POINT Z (-85.1310114373595 34.3664971821766 0)
3175,298,90 LOWERY RD,112265,1852322004,78,,,POINT Z (-85.1304377549323 34.3659273435365 0)
3176,299,114 LOWERY RD,108868,1852634568,78,,,POINT Z (-85.1298834958719 34.3655029730366 0)
3177,300,159 LOWERY RD NE,112280,1852646014,78,,,POINT Z (-85.1286434754972 34.3646050902226 0)
3178,301,172 LOWERY RD NE,121009,1481267162,78,,,POINT Z (-85.1284878481666 34.3643597254566 0)
3179,302,204 LOWERY RD,108977,1105120160,78,,,POINT Z (-85.1280890175203 34.3640303516887 0)
3180,303,220 LOWERY RD,116990,1471604908,78,,,POINT Z (-85.1270103028032 34.3635509189064 0)
3181,304,243 LOWERY RD NE,013004,1852277840,78,,,POINT Z (-85.1264424810538 34.3635984582277 0)
3182,305,288 LOWERY RD NE,013005,1471937392,78,,,POINT Z (-85.125798323175 34.362506971011 0)
3183,306,2709 OLD DALTON RD,013006,1471937352,78,,,POINT Z (-85.1328608524684 34.3678555470594 0)
3184,307,2736 OLD DALTON RD,120480,1481682290,78,,,POINT Z (-85.1325610972569 34.3685932078412 0)
3185,308,2836 OLD DALTON RD,013007,1472032462,78,,,POINT Z (-85.1320591719356 34.3701107744256 0)
3186,309,2836 OLD DALTON RD,013007,1852438740,78,,,POINT Z (-85.1320614925824 34.3701076153789 0)
3187,310,2815 OLD DALTON RD,013008,1471940574,78,,,POINT Z (-85.1319817292818 34.3705543751161 0)
3188,311,2856 OLD DALTON RD,113977,1852980120,78,,,POINT Z (-85.1313020918804 34.3716863298802 0)
3189,312,2863 OLD DALTON RD,013009,1471919968,78,,,POINT Z (-85.1315703011885 34.3717644506224 0)
3190,313,2875 OLD DALTON RD,013010,1471919434,78,,,POINT Z (-85.1315810630605 34.3720789132464 0)
3191,314,2897 OLD DALTON RD,013011,1471919654,78,,,POINT Z (-85.1318377808921 34.3728136436923 0)
3192,315,2925 OLD DALTON RD,013012,1850237442,78,,,POINT Z (-85.1320277245467 34.3733435746768 0)
3193,316,2938 OLD DALTON RD,111643,1470825730,78,,,POINT Z (-85.1318594825065 34.3736912964047 0)
3194,317,2951 OLD DALTON RD,013013,1471051108,78,,,POINT Z (-85.1324418774755 34.3738064804266 0)
3195,318,2951 OLD DALTON RD,013013,1540845430,78,,,POINT Z (-85.1324626960763 34.3737830939039 0)
3196,319,2949 OLD DALTON RD,013014,1471921264,78,,,POINT Z (-85.1326062896351 34.3742942333583 0)
3197,320,2956 OLD DALTON RD,112496,1853021458,78,,,POINT Z (-85.1321589794024 34.3741913332566 0)
3198,321,3011 OLD DALTON RD,013015,1471893840,78,,,POINT Z (-85.1326312850742 34.3744228204573 0)
3199,322,3043 OLD DALTON RD,013016,1541904838,78,,,POINT Z (-85.1330289255062 34.3761748318273 0)
3200,323,3061 OLD DALTON RD,013041,1471936652,78,,,POINT Z (-85.1332239546725 34.3770359650555 0)
3201,324,3062 OLD DALTON RD,113091,1853056759,78,,,POINT Z (-85.1328753949641 34.3769572354444 0)
3202,325,3085 OLD DALTON,127551,1834486803,78,,,POINT Z (-85.133041284768 34.3777665998385 0)
3203,326,3010 OLD DALTON RD,129722,1540815712,78,,,POINT Z (-85.1326346608518 34.3754863600989 0)
3204,327,3117 OLD DALTON RD,013018,1830675560,78,,,POINT Z (-85.13256304609 34.3783751316213 0)
3205,328,3142 OLD DALTON RD,115932,1470954410,78,,,POINT Z (-85.1318547640344 34.3789622711218 0)
3206,329,3155 OLD DALTON RD,013019,1471900268,78,,,POINT Z (-85.1320480392773 34.3790876018819 0)
3207,330,3159 OLD DALTON RD,013020,1471920198,78,,,POINT Z (-85.1319955363148 34.379155624624 0)
3208,331,3179 OLD DALTON RD,013021,1471919244,78,,,POINT Z (-85.1317777748183 34.3795386433527 0)
3209,332,3192 OLD DALTON RD,013022,1471893838,78,,,POINT Z (-85.1308656129095 34.3801312987576 0)
3210,333,783 JONES MILL RD,013023,1481698760,78,,,POINT Z (-85.1447775104793 34.3564575765367 0)
3211,334,780 JONES MILL RD,013024,1482071046,78,,,POINT Z (-85.1450546642694 34.3563880069492 0)
3212,335,769 JONES MILL RD,013025,1481700598,78,,,POINT Z (-85.1453610166895 34.356473459308 0)
3213,336,760 JONES MILL RD,013026,1471916576,78,,,POINT Z (-85.1455693240008 34.3563993461257 0)
3214,337,757 JONES MILL RD,013027,1832295762,78,,,POINT Z (-85.1462884079289 34.3564899418958 0)
3215,338,745 JONES MILL RD,013028,1471884146,78,,,POINT Z (-85.1463083011554 34.3564897478333 0)
3216,339,735 JONES MILL RD,013029,1471891842,78,,,POINT Z (-85.1466104170183 34.3564949496133 0)
3217,340,0 JONES MILL RD,013030,1850285345,78,,,POINT Z (-85.1530643493076 34.3564316086108 0)
3218,341,539 JONES MILL RD,013031,1471935098,78,,,POINT Z (-85.1531572596848 34.3593352580129 0)
3219,342,539 JONES MILL RD,013031,1852314636,78,,,POINT Z (-85.1531446244834 34.3593398124681 0)
3220,343,525 JONES MILL RD,013033,1471576854,78,,,POINT Z (-85.1529774185581 34.361272948529 0)
3221,344,525 JONES MILL RD,013033,1850429628,78,,,POINT Z (-85.1529814206021 34.3612763524716 0)
3222,345,1646 OLD DALTON RD,013035,1541565106,78,,,POINT Z (-85.1493764456757 34.3435485688727 0)
3223,346,1639 OLD DALTON RD,013036,1852321460,78,,,POINT Z (-85.1496072856431 34.3433158940904 0)
3224,347,45 GODFREY RD,013037,1852386847,78,,,POINT Z (-85.1497144003844 34.3431477167802 0)
3225,348,1623 OLD DALTON RD,013038,1850246731,78,,,POINT Z (-85.1498797997983 34.3428737396198 0)
3226,349,1618 OLD DALTON RD,013039,1852393474,78,,,POINT Z (-85.1498012528138 34.3427670568488 0)
3227,350,1543 OLD DALTON RD,013040,1471886514,78,,,POINT Z (-85.1512055019952 34.3412028672192 0)
3228,1,100 MATCH POINT WAY,129500,1540803454,79,,,POINT Z (-85.1666438898769 34.3078176566852 0)
3229,2,751 ARMUCHEE CONN,129502,1852436606,79,,,POINT Z (-85.1666515344695 34.3078220991397 0)
3230,3,500 OLD DALTON RD,013048,1852302093,79,,,POINT Z (-85.1650983725418 34.316076936559 0)
3231,4,484 OLD DALTON RD,013049,1471941364,79,,,POINT Z (-85.1653663805224 34.3154231728565 0)
3232,5,470 OLD DALTON RD,013050,1471926744,79,,,POINT Z (-85.1655690157272 34.3150903434991 0)
3233,6,464 OLD DALTON RD,013051,1831652960,79,,,POINT Z (-85.1656995892128 34.3148018994741 0)
3234,7,450 OLD DALTON RD,013052,1471877976,79,,,POINT Z (-85.1658012336138 34.3145889683811 0)
3235,8,445 OLD DALTON RD,013054,1471886166,79,,,POINT Z (-85.1661482996523 34.3143677670892 0)
3236,9,434 OLD DALTON RD,013055,1471199180,79,,,POINT Z (-85.1660421171165 34.3141463076876 0)
3237,10,416 OLD DALTON RD,013056,1850521159,79,,,POINT Z (-85.1662469192937 34.3136345591772 0)
3238,11,413 OLD DALTON RD,013057,1471941196,79,,,POINT Z (-85.1665283086181 34.3136524885598 0)
3239,12,402 OLD DALTON RD,013058,1544146622,79,,,POINT Z (-85.166439106774 34.3131956742193 0)
3240,13,402 OLD DALTON RD,013058,1852318572,79,,,POINT Z (-85.1664458883986 34.313198988428 0)
3241,14,405 OLD DALTON RD,013059,1850534975,79,,,POINT Z (-85.1668423979354 34.313328408169 0)
3242,15,390 OLD DALTON RD,101971,1471930392,79,,,POINT Z (-85.166727115513 34.3125893052646 0)
3243,16,389 OLD DALTON RD,013060,1832348806,79,,,POINT Z (-85.1669613913749 34.3132249127783 0)
3244,17,25 CORDLE DR NE,013061,1832350341,79,,,POINT Z (-85.1673756024733 34.3133234093784 0)
3245,18,26 CORDLE DRIVE,013062,1481710770,79,,,POINT Z (-85.1674140091839 34.3132139483788 0)
3246,19,26 CORDLE DRIVE,013062,1852475345,79,,,POINT Z (-85.1674117654309 34.3132157703212 0)
3247,20,24 CORDLE DRIVE NE,013063,1833017482,79,,,POINT Z (-85.1677063668416 34.3132044590822 0)
3248,21,23 LOVELL STREET NE,013065,1852318583,79,,,POINT Z (-85.1678334000157 34.3142223011166 0)
3249,22,19 LOVELL STREET,013066,1850537615,79,,,POINT Z (-85.1684175297778 34.3142483975731 0)
3250,23,20 LOVELL ST NE,013067,1852318651,79,,,POINT Z (-85.168399661296 34.3141669758817 0)
3251,24,18 LOVELL STREET,109895,1540832430,79,,,POINT Z (-85.1687049971856 34.3141497813733 0)
3252,25,17 LOVELL ST NE,013068,1852321468,79,,,POINT Z (-85.1686747905599 34.3142348459522 0)
3253,26,16 LOVELL STREET NE,013069,1470467862,79,,,POINT Z (-85.1690209715677 34.3141628580139 0)
3254,27,15 LOVELL STREET NE,013070,1450265324,79,,,POINT Z (-85.1692376262925 34.3142555015834 0)
3255,28,13 LOVELL ST NE,013071,1450265352,79,,,POINT Z (-85.1693599537349 34.3142648564958 0)
3256,29,14 LOVELL STREET,013072,1852961343,79,,,POINT Z (-85.1693837431214 34.3141585716844 0)
3257,30,14 LOVELL STREET,013073,1832597372,79,,,POINT Z (-85.1694983955589 34.3141515622754 0)
3258,31,12 LOVELL STREET,013074,1852542868,79,,,POINT Z (-85.1699215576001 34.3141337180366 0)
3259,32,12 LOVELL STREET,013075,1832349206,79,,,POINT Z (-85.1699174710903 34.314125846997 0)
3260,33,12 LOVELL STREET,013076,1832530166,79,,,POINT Z (-85.1699159926716 34.3141348080118 0)
3261,34,12 LOVELL STREET,013077,1850528082,79,,,POINT Z (-85.1699220529925 34.3141282192618 0)
3262,35,10 LOVELL STREET,013078,1850481355,79,,,POINT Z (-85.1700133643438 34.3141276074955 0)
3263,36,7 LOVELL ST,015572,1850245646,79,,,POINT Z (-85.1704010051686 34.3142644573443 0)
3264,37,7 LOVELL ST,015573,1540537828,79,,,POINT Z (-85.1705018371182 34.3142746709338 0)
3265,38,5 LOVELL ST,015570,1852467527,79,,,POINT Z (-85.1706934170251 34.3142742462496 0)
3266,39,5 LOVELL STREET,015571,1832348721,79,,,POINT Z (-85.170797105378 34.3142621345601 0)
3267,40,23 CORDLE DR,126250,1834487894,79,,,POINT Z (-85.1677926111695 34.3133184356801 0)
3268,41,22 CORDLE DRIVE NE,013079,1832239997,79,,,POINT Z (-85.1681389105275 34.3132211093566 0)
3269,42,21 CORDLE DR NE,013080,1852321405,79,,,POINT Z (-85.1681615998302 34.3133375604804 0)
3270,43,19 CORDLE DR NE,013081,1831646986,79,,,POINT Z (-85.1684341930895 34.3133431114464 0)
3271,44,18 CORDLE DR NE,013082,1852335538,79,,,POINT Z (-85.1687226054267 34.3132110288999 0)
3272,45,17 CORDLE DR NE,013083,1852318342,79,,,POINT Z (-85.1686782307065 34.3133336482568 0)
3273,46,15 CORDLE DRIVE NE,013084,1850240780,79,,,POINT Z (-85.1692509958727 34.3133233473747 0)
3274,47,14 CORDLE DR NE,013085,1542890616,79,,,POINT Z (-85.1693396877147 34.313232219687 0)
3275,48,13 CORDLE DRIVE NE,013086,1852543391,79,,,POINT Z (-85.1694376500053 34.3133358504985 0)
3276,49,12 CORDLE DRIVE NE,013087,1850256197,79,,,POINT Z (-85.169684652468 34.3132326621601 0)
3277,50,12 CORDLE DRIVE,013088,1850236602,79,,,POINT Z (-85.1696885168214 34.3132334820976 0)
3278,51,12 CORDLE DRIVE NE,013089,1481711090,79,,,POINT Z (-85.1696946509695 34.3132333408482 0)
3279,52,12 CORDLE DRIVE NE,013090,1541414494,79,,,POINT Z (-85.1696938841447 34.3132334775234 0)
3280,53,11 CORDLE DR NE,013091,1833017443,79,,,POINT Z (-85.1697138537786 34.3133468174836 0)
3281,54,10 CORDLE DR NE,013092,1540962834,79,,,POINT Z (-85.1700823646047 34.3132603768139 0)
3282,55,9 CORDLE DRIVE,013093,1852317287,79,,,POINT Z (-85.1701340428879 34.3133456810049 0)
3283,56,8 CORDLE DRIVE NE,013094,1850608119,79,,,POINT Z (-85.1705062639387 34.3132465953374 0)
3284,57,7 CORDLE DRIVE,013064,1481711022,79,,,POINT Z (-85.1679303435884 34.3138206244636 0)
3285,58,6 CORDLE DR NE,013095,1481689546,79,,,POINT Z (-85.170731998652 34.3132275470593 0)
3286,59,6 CORDLE DRIVE NE,013096,1481681004,79,,,POINT Z (-85.1708361602017 34.3132542496779 0)
3287,60,5 CORDLE DR NE,013097,1852545407,79,,,POINT Z (-85.1707264669272 34.3133513869797 0)
3288,61,6 CORDLE DRIVE,013098,1850259505,79,,,POINT Z (-85.1707308081373 34.3132371562648 0)
3289,62,4 CORDLE DR NE,013099,1470179222,79,,,POINT Z (-85.1709679152156 34.3132440699915 0)
3290,63,3 CORDLE DR NE,013100,1470390258,79,,,POINT Z (-85.1710145150198 34.3133433486676 0)
3291,64,4 LOVELL ST,013101,1850528632,79,,,POINT Z (-85.171007093591 34.3141615833127 0)
3292,65,14 GLENWOOD SCH RD,013104,1471929850,79,,,POINT Z (-85.1661064856832 34.3127128168387 0)
3293,66,26 GLENWOOD SCHOOL RD,013105,1471919700,79,,,POINT Z (-85.1657295141927 34.3127110421841 0)
3294,67,36 GLENWOOD SCH RD,013106,1834529239,79,,,POINT Z (-85.16541405373 34.3127055617466 0)
3295,68,44 GLENWOOD SCH RD,013107,1540818878,79,,,POINT Z (-85.1652949667587 34.3127046086085 0)
3296,69,54 GLENWOOD SCH RD,013109,1471373464,79,,,POINT Z (-85.1647632587202 34.3126859644909 0)
3297,70,64 GLENWOOD SCH RD,013111,1850406919,79,,,POINT Z (-85.164451485354 34.3126940637445 0)
3298,71,64 GLENWOOD SCH RD,013112,1850391047,79,,,POINT Z (-85.1644381830414 34.3126864737044 0)
3299,72,70 GLENWOOD SCH RD,013113,1833017472,79,,,POINT Z (-85.1643402671389 34.3126947386798 0)
3300,73,70 GLENWOOD SCH RD,013114,1831649468,79,,,POINT Z (-85.1643363391692 34.3126953663902 0)
3301,74,78 GLENWOOD SCH RD,013115,1834384218,79,,,POINT Z (-85.1641583790051 34.3127341005056 0)
3302,75,80 GLENWOOD SCHOOL RD,013116,1831079260,79,,,POINT Z (-85.1641509416988 34.3127368868847 0)
3303,76,1 GLENWOOD SCHOOL,110678,1830553007,79,,,POINT Z (-85.1653258198867 34.3128935501554 0)
3304,77,1 GLENWOOD SCHOOL,110678,1831337275,79,,,POINT Z (-85.1653281376773 34.3128935986303 0)
3305,78,27 MONROE DRIVE NE,013117,1852385390,79,,,POINT Z (-85.167288712676 34.3122914626693 0)
3306,79,25 MONROE DR NE,013118,1852475905,79,,,POINT Z (-85.167983236166 34.3123927995405 0)
3307,80,21 MONROE DR NE,013119,1850235267,79,,,POINT Z (-85.1685460598711 34.312391876852 0)
3308,81,19 MONROE DR NE,013120,1450409356,79,,,POINT Z (-85.1688913292223 34.312399987843 0)
3309,82,17 MONROE DR NE,013121,1852347925,79,,,POINT Z (-85.1691776504939 34.3124042872008 0)
3310,83,15 MONROE DR NE,013122,1852320102,79,,,POINT Z (-85.1694886784272 34.3123781807152 0)
3311,84,13 MONROE DR NE,013123,1852317324,79,,,POINT Z (-85.1698626845575 34.3124011132056 0)
3312,85,11 MONROE DR NE,013124,1481692486,79,,,POINT Z (-85.1700487400782 34.3124123561361 0)
3313,86,9 MONROE DRIVE NE,013125,1831079255,79,,,POINT Z (-85.17038495141 34.3124022398702 0)
3314,87,7 MONROE DR NE,013126,1833008497,79,,,POINT Z (-85.170688884474 34.312418951867 0)
3315,88,3158 MARTHA BERRY HWY,013127,1410207456,79,,,POINT Z (-85.1712978343968 34.3124208447844 0)
3316,89,3146 MARTHA BERRY HWY,013128,1853094835,79,,,POINT Z (-85.1714608149545 34.3123057959586 0)
3317,90,3148 MARTHA BERRY HWY,013129,1831653235,79,,,POINT Z (-85.1714592696976 34.3123150415935 0)
3318,91,4 MONROE DRIVE NE,013130,1852322474,79,,,POINT Z (-85.1709863207617 34.3123052372103 0)
3319,92,6 MONROE DR NE,013131,1852318534,79,,,POINT Z (-85.1708440734638 34.3123097646585 0)
3320,93,8 MONROE DRIVE NE,013132,1852547394,79,,,POINT Z (-85.1705210689993 34.3123053034719 0)
3321,94,10 MONROE DR NE,013133,1540818948,79,,,POINT Z (-85.1700842658566 34.3122917824839 0)
3322,95,12 MONROE DR,013134,1853111721,79,,,POINT Z (-85.1697996411746 34.312297817187 0)
3323,96,14 MONROE DRIVE NE,013135,1540629538,79,,,POINT Z (-85.1695166209047 34.3122989468442 0)
3324,97,16 MONROE DRIVE NE,013136,1540815266,79,,,POINT Z (-85.1691411267114 34.3123065517754 0)
3325,98,18 MONROE DR NE,013137,1852367081,79,,,POINT Z (-85.1687323828859 34.3123020652163 0)
3326,99,20 MONROE DR NE,013138,1831081389,79,,,POINT Z (-85.1683187026244 34.3123033851435 0)
3327,100,22 MONROE DR NE,013139,1481711096,79,,,POINT Z (-85.1682541480331 34.3123024565068 0)
3328,101,349 OLD DALTON RD,013140,1852316372,79,,,POINT Z (-85.1672978609966 34.3119554365061 0)
3329,102,340 OLD DALTON RD,013141,1852574139,79,,,POINT Z (-85.1669111370758 34.3117976392089 0)
